0.564,0.41
0.564,0.408
0.563,0.406
0.563,0.405
0.563,0.403
0.563,0.401
0.563,0.399
0.562,0.397
0.562,0.395
0.562,0.394
0.562,0.392
0.562,0.39
0.561,0.388
0.561,0.386
0.561,0.385
0.561,0.383
0.561,0.381
0.56,0.379
0.56,0.378
0.56,0.376
0.56,0.374
0.56,0.372
0.56,0.371
0.559,0.369
0.559,0.367
0.559,0.365
0.559,0.364
0.559,0.362
0.558,0.36
0.558,0.359
0.558,0.357
0.558,0.355
0.558,0.354
0.558,0.352
0.557,0.35
0.557,0.349
0.557,0.347
0.557,0.345
0.557,0.343
0.557,0.342
0.556,0.34
0.556,0.338
0.556,0.337
0.556,0.335
0.556,0.333
0.556,0.332
0.555,0.33
0.555,0.328
0.555,0.327
0.555,0.325
0.555,0.323
0.555,0.322
0.555,0.32
0.554,0.318
0.554,0.317
0.554,0.315
0.554,0.313
0.554,0.312
0.554,0.31
0.554,0.309
0.553,0.307
0.553,0.305
0.553,0.304
0.553,0.302
0.553,0.301
0.553,0.299
0.553,0.297
0.552,0.296
0.552,0.294
0.552,0.292
0.552,0.291
0.552,0.289
0.552,0.288
0.552,0.286
0.551,0.285
0.551,0.283
0.551,0.281
0.551,0.28
0.551,0.278
0.551,0.277
0.551,0.275
0.551,0.273
0.55,0.272
0.55,0.271
0.55,0.269
0.55,0.267
0.55,0.266
0.55,0.264
0.55,0.263
0.55,0.261
0.55,0.26
0.549,0.258
0.549,0.257
0.549,0.255
0.549,0.254
0.549,0.252
0.549,0.251
0.549,0.249
0.549,0.248
0.549,0.246
0.548,0.245
0.548,0.243
0.548,0.241
0.548,0.24
0.548,0.239
0.548,0.237
0.548,0.236
0.548,0.234
0.548,0.233
0.548,0.231
0.547,0.23
0.547,0.228
0.547,0.227
0.547,0.225
0.547,0.223
0.547,0.222
0.547,0.221
0.547,0.219
0.547,0.218
0.547,0.216
0.547,0.215
0.546,0.214
0.546,0.212
0.546,0.211
0.546,0.209
0.546,0.208
0.546,0.206
0.546,0.205
0.546,0.203
0.546,0.202
0.546,0.201
0.546,0.199
0.546,0.198
0.545,0.196
0.545,0.195
0.545,0.194
0.545,0.192
0.545,0.191
0.545,0.19
0.545,0.188
0.545,0.187
0.545,0.185
0.545,0.184
0.545,0.183
0.545,0.181
0.545,0.18
0.544,0.178
0.544,0.177
0.544,0.176
0.544,0.175
0.544,0.174
0.544,0.173
0.544,0.171
0.544,0.17
0.544,0.169
0.544,0.167
0.544,0.166
0.544,0.165
0.544,0.164
0.544,0.162
0.544,0.161
0.544,0.16
0.543,0.158
0.543,0.157
0.543,0.156
0.543,0.155
0.543,0.153
0.543,0.152
0.543,0.151
0.543,0.149
0.543,0.148
0.543,0.147
0.543,0.145
0.543,0.144
0.543,0.143
0.543,0.142
0.543,0.14
0.543,0.139
0.543,0.138
0.543,0.137
0.543,0.135
0.542,0.135
0.542,0.133
0.542,0.132
0.542,0.131
0.542,0.13
0.542,0.129
0.542,0.128
0.542,0.126
0.542,0.125
0.542,0.124
0.542,0.123
0.542,0.122
0.542,0.121
0.542,0.12
0.542,0.119
0.542,0.118
0.542,0.117
0.542,0.116
0.542,0.115
0.542,0.113
0.542,0.113
0.542,0.111
0.542,0.111
0.542,0.11
0.542,0.109
0.542,0.108
0.542,0.107
0.542,0.106
0.541,0.106
0.541,0.105
0.541,0.104
0.541,0.103
0.541,0.102
0.541,0.101
0.541,0.101
0.541,0.101
0.541,0.1
0.541,0.099
0.541,0.098
0.541,0.098
0.541,0.096
0.541,0.096
0.541,0.095
0.541,0.094
0.541,0.093
0.541,0.093
0.541,0.092
0.541,0.091
0.541,0.092
0.541,0.091
0.541,0.09
0.541,0.09
0.541,0.09
0.541,0.089
0.541,0.088
0.541,0.088
0.541,0.088
0.541,0.088
0.541,0.087
0.541,0.087
0.541,0.087
0.541,0.086
0.541,0.086
0.541,0.086
0.541,0.086
0.541,0.086
0.541,0.085
0.541,0.085
0.541,0.085
0.541,0.085
0.541,0.085
33.022,0.085
33.022,0.084
33.022,0.082
33.022,0.08
33.022,0.079
33.022,0.078
33.022,0.077
33.022,0.075
33.022,0.075
33.022,0.074
33.022,0.073
33.022,0.073
33.022,0.073
33.022,0.072
33.022,0.072
33.022,0.072
33.022,0.072
33.022,0.073
33.022,0.073
33.022,0.073
33.022,0.074
33.022,0.075
33.022,0.076
33.022,0.077
33.022,0.077
33.022,0.079
33.022,0.08
33.022,0.081
33.022,0.082
33.022,0.084
33.022,0.085
33.022,0.086
33.022,0.087
33.022,0.089
33.022,0.09
33.022,0.091
33.022,0.093
33.022,0.094
33.022,0.095
33.022,0.096
33.022,0.097
33.022,0.097
33.022,0.098
33.022,0.098
33.022,0.098
33.022,0.098
33.022,0.098
33.022,0.099
33.022,0.099
33.022,0.098
33.022,0.098
33.022,0.098
33.022,0.098
33.022,0.098
33.022,0.098
33.022,0.098
33.022,0.098
33.022,0.098
33.022,0.098
33.022,0.098
33.022,0.098
33.022,0.097
33.022,0.097
33.022,0.097
33.022,0.097
33.022,0.097
33.022,0.097
33.022,0.097
33.022,0.097
33.022,0.097
33.022,0.097
33.022,0.096
33.022,0.096
33.022,0.096
33.022,0.096
33.022,0.096
33.022,0.096
33.022,0.096
33.022,0.096
33.022,0.096
33.022,0.096
33.022,0.096
33.022,0.095
33.022,0.095
33.022,0.095
33.022,0.095
33.022,0.095
33.022,0.095
33.022,0.095
33.022,0.095
33.022,0.095
33.022,0.095
33.022,0.095
33.022,0.094
33.022,0.094
33.022,0.094
33.022,0.094
33.022,0.094
33.022,0.094
33.022,0.094
33.022,0.094
33.022,0.094
33.022,0.094
33.022,0.094
33.022,0.093
33.022,0.093
33.022,0.093
33.022,0.093
33.022,0.093
33.022,0.093
33.022,0.093
33.022,0.093
33.022,0.093
33.022,0.093
33.022,0.093
33.022,0.092
33.022,0.092
33.022,0.092
33.022,0.092
33.022,0.092
33.022,0.092
33.022,0.092
33.022,0.092
33.022,0.092
33.022,0.092
33.022,0.092
33.022,0.092
33.022,0.091
33.022,0.091
33.022,0.091
33.022,0.091
33.022,0.091
33.022,0.091
33.022,0.091
33.022,0.091
33.022,0.091
33.022,0.091
33.022,0.091
33.022,0.091
33.022,0.09
33.022,0.09
33.022,0.09
33.022,0.09
33.022,0.09
33.022,0.09
33.022,0.09
33.022,0.09
33.022,0.09
33.022,0.09
33.022,0.09
33.022,0.09
33.022,0.089
33.022,0.089
33.022,0.089
33.022,0.089
33.022,0.089
33.022,0.089
33.022,0.089
33.022,0.089
33.022,0.089
33.022,0.089
33.022,0.089
33.022,0.089
33.022,0.088
33.022,0.088
33.022,0.088
33.022,0.088
33.022,0.088
33.022,0.088
33.022,0.088
33.022,0.088
33.022,0.088
33.022,0.088
33.022,0.088
33.022,0.088
33.022,0.088
33.022,0.087
33.022,0.087
33.022,0.087
33.022,0.087
33.022,0.087
33.022,0.087
33.022,0.087
33.022,0.087
33.022,0.087
33.022,0.087
33.022,0.087
33.022,0.087
33.022,0.087
33.022,0.086
33.022,0.086
33.022,0.086
33.022,0.086
33.022,0.086
33.022,0.086
33.022,0.086
33.022,0.086
33.022,0.086
33.022,0.086
33.022,0.086
33.022,0.086
33.022,0.086
33.022,0.086
33.022,0.085
33.022,0.085
33.022,0.085
33.022,0.085
33.022,0.085
33.022,0.085
33.022,0.085
33.022,0.085
33.022,0.085
33.022,0.085
33.022,0.085
33.022,0.085
33.022,0.085
33.022,0.084
33.022,0.084
440.788,0.084
440.788,0.082
440.788,0.079
440.788,0.076
440.788,0.073
440.788,0.07
440.788,0.067
440.788,0.064
440.788,0.061
440.788,0.058
440.788,0.056
440.788,0.053
440.788,0.05
440.788,0.047
440.788,0.044
440.788,0.041
440.788,0.038
440.788,0.035
440.788,0.033
440.788,0.03
440.788,0.027
440.788,0.024
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
440.788,0.023
