20.895,3155.055,46.584,-10.148,0,0.544,0.166
20.945,3157.372,46.077,-10.136,0,0.544,0.165
20.995,3159.663,45.57,-10.126,0,0.544,0.164
21.045,3161.929,45.064,-10.122,0,0.544,0.162
21.095,3164.17,44.558,-10.115,0,0.544,0.161
21.145,3166.385,44.052,-10.106,0,0.544,0.16
21.195,3168.575,43.547,-10.102,0,0.543,0.158
21.245,3170.74,43.042,-10.093,0,0.543,0.157
21.295,3172.879,42.538,-10.08,0,0.543,0.156
21.345,3174.993,42.034,-10.077,0,0.543,0.155
21.395,3177.082,41.53,-10.076,0,0.543,0.153
21.445,3179.146,41.026,-10.076,0,0.543,0.152
21.495,3181.185,40.523,-10.064,0,0.543,0.151
21.545,3183.199,40.02,-10.06,0,0.543,0.149
21.595,3185.187,39.517,-10.05,0,0.543,0.148
21.645,3187.15,39.015,-10.041,0,0.543,0.147
21.695,3189.089,38.513,-10.039,0,0.543,0.145
21.745,3191.002,38.011,-10.035,0,0.543,0.144
21.795,3192.89,37.51,-10.023,0,0.543,0.143
21.845,3194.753,37.009,-10.017,0,0.543,0.142
21.895,3196.591,36.508,-10.01,0,0.543,0.14
21.945,3198.403,36.008,-10.001,0,0.543,0.139
21.995,3200.191,35.508,-9.996,0,0.543,0.138
22.045,3201.954,35.008,-9.99,0,0.543,0.137
22.095,3203.692,34.509,-9.985,0,0.543,0.135
22.145,3205.405,34.01,-9.97,0,0.542,0.135
22.195,3207.093,33.511,-9.963,0,0.542,0.133
22.245,3208.756,33.014,-9.95,0,0.542,0.132
22.295,3210.394,32.516,-9.944,0,0.542,0.131
22.345,3212.008,32.019,-9.937,0,0.542,0.13
